,virusUprot,humanUprot
9539,P05780,P00338
9540,P05780,P68032
9541,Q1K9H5,O75439
9542,Q1K9H5,P48556
9543,P05780,Q96QU8
9544,Q1K9H5,Q07812
9545,P05780,Q7L1Q6
9546,P05780,Q16637
9547,P05780,Q9Y3Z3
9548,Q1K9H2,Q96DU9
9549,Q1K9H2,Q13151
9550,Q1K9H2,O43439
9551,Q1K9H2,Q07955
9552,Q1K9H2,P61247
9553,Q1K9H2,P82673
9554,Q1K9H2,Q9Y2R5
9555,Q1K9H2,Q4G0J3
9556,Q1K9H2,Q9NUL3
9557,Q1K9H2,B2R6F3
9558,Q1K9H2,P51398
9559,Q1K9H2,P07737
9560,Q1K9H2,A3R0T8
9561,Q1K9H2,Q9P015
9562,Q1K9H2,P52298
9563,P15659,Q549M8
9564,P05780,Q9Y6E2
9565,Q1K9H5,A8K7B7
9566,Q1K9H2,Q96EL3
9567,Q1K9H2,Q15050
9568,P05780,Q8WXD5
9570,P05780,Q96P70
9571,P05780,P51648
9572,P05780,O15397
9573,Q1K9H5,Q96A33
9574,B4URF7,Q53G26
9575,P05777,Q92542
9576,P15659,Q32MZ4
9577,Q1K9H2,O94986
9578,Q1K9H2,Q8WXF7
9579,Q1K9H2,P34949
9580,P15659,Q549M8
9581,P05780,Q658J6
9582,P05780,Q549N5
9583,P15682,A3RJH1
9584,P15682,B2R7W3
9585,P15682,A2RUM7
9586,P15659,F4ZW62
9587,P05777,F4ZW62
9588,P05777,D2CFK9
9589,P05777,A3RJH1
9590,P05777,Q53G26
9591,P05777,B2ZZ89
9592,P05777,A4D1N4
9593,P03470,B2ZZ89
9594,P03470,A3RJH1
9595,P03470,E5KNY5
9596,P03470,K9JA46
9597,P03470,Q5W009
9598,P03470,E7DVW5
9599,P03470,E9KL30
9600,P03470,A8KAH9
9601,P03470,A3R0T8
9602,P03470,D9YZV4
9603,P03470,A8K401
9604,P05780,Q6FHY4
9605,P15659,Q549M8
9606,P05777,Q548N1
9607,P05777,A8K7B7
9608,P05780,B3KNF6
9610,Q82506,Q9BUJ2
9613,P15659,Q549M8
9617,P03496,F1T0G5
9619,P03496,O95793
9620,P05780,Q02978
9621,P05780,Q969Z0
9622,P05780,O75155
9623,P05780,Q5C9Z4
9624,P05780,P10589
9625,Q1K9H5,Q6P5R6
9626,P05777,P81605
9627,P05780,P41252
9628,Q1K9H5,B0LPF3
9630,Q1K9H5,P84996
9631,Q1K9H5,Q9BPZ7
9632,Q1K9H5,P55735
9633,Q1K9H5,P61165
9634,Q1K9H5,Q14165
9635,Q1K9H5,Q00610
9636,Q1K9H5,Q9NQC3
9637,Q1K9H5,Q8IZ81
9638,Q1K9H5,P61163
9639,Q1K9H5,O95816
9640,Q1K9H5,Q06830
9641,Q1K9H5,Q9Y5Q9
9642,Q1K9H5,Q14315
9643,Q1K9H5,P60842
9644,P05780,Q63HN8
9645,P05780,P68133
9646,P05780,Q9Y3F4
9647,P05780,Q15386
9648,P05780,Q8WVR3
9649,P05780,O14787
9650,Q1K9H5,O95071
9651,P05780,Q8WVX9
9652,Q1K9H5,P60903
9654,Q1K9H5,P10515
9655,P05780,A4D0P7
9656,P05780,Q13535
9658,Q82506,A2A3R6
9659,P05780,A8K2M0
9660,P05780,B0YIW5
9661,P03470,B0YIW5
9662,P15682,E9KL35
9663,P05777,E9KL35
9664,P15659,B2R491
9665,Q82506,B2R491
9666,P03470,B2R491
9667,P03428,K9JA46
9668,P03454,B0ZBD0
9669,P15659,B2R4W8
9670,P15682,D2CFK9
9671,P15682,A3R0T8
9672,P15682,E5KTA5
9673,P05780,A4D2P1
9674,P03427,K9JA46
9675,P03427,A2RUM7
9676,P03427,B0S7P4
9677,P03470,B2R6F3
9678,P03454,B2R6F3
9680,P03428,K9JA46
9684,P03496,B4DJ51
9687,P05777,E9KL35
9688,P05780,P48735
9689,P05780,Q92990
9690,P05780,Q93008
9691,P05780,P18825
9692,Q1K9H5,Q9HCU5
9693,Q1K9H5,P49720
9694,P05780,P50991
9695,P05780,Q86SZ2
9696,P05780,Q86UT6
9697,P05780,Q96HS1
9698,P05780,Q8N1F7
9699,P05780,Q9NWW5
9700,P05780,O43264
9701,P05780,Q9H900
9702,P05780,Q9HAV4
9703,P05780,Q6NZ67
9704,P05780,Q9BSJ2
9705,P05780,P35249
9706,P05780,P52292
9707,P05780,Q01813
9708,P05780,P62304
9709,P05780,Q8WXE1
9710,P05780,Q8IUR0
9711,P05780,Q8TCG1
9712,P05780,Q96JB2
9713,P05780,Q9H3N1
9714,P05780,Q6P3X3
9715,P05780,Q13395
9716,P15659,Q9Y241
9717,P15659,P35900
9718,P15659,P51570
9719,P15659,O75569
9720,Q1K9H5,Q96PU8
9721,Q1K9H5,P49321
9722,P05780,Q9P2J5
9723,P05780,Q3ZCQ8
9724,P05780,Q6NXE6
9725,P05780,Q14974
9726,Q1K9H5,Q5H9R7
9727,P05777,Q92764
9728,P05780,P52701
9729,P05780,Q9Y3D0
9730,P05780,Q5JPH6
9731,P05780,Q9P035
9732,P05780,Q7Z4Q2
9733,Q1K9H5,O95905
9734,Q1K9H5,Q10713
9735,Q1K9H5,P78371
9736,P05780,O14929
9737,Q1K9H5,P23526
9739,Q1K9H5,Q9NRX5
9741,P05780,Q96Q05
9742,P05780,E9KL44
9743,Q1K9H5,P09543
9744,Q1K9H5,P54709
9745,B4URE7,A4D1U5
9746,Q1K9H5,A0A0A0MRK1
9747,P05780,Q9UBB6
9748,P05780,Q14232
9749,Q1K9H5,P54886
9750,P15659,P35658
9751,P15659,O75569
9752,P15659,P61457
9753,P15659,Q49A26
9754,P03433,E9PAJ1
9755,Q82506,A4D177
9756,P03470,F4ZW62
9757,P03430,F4ZW62
9758,P03430,B2R6F3
9759,P03430,E9KL30
9760,P03430,A8K4C8
9761,P03430,B4DJ51
9762,P03430,A2RUM7
9763,P15659,A3R0T8
9764,P15659,A2A3R6
9765,P15659,Q53G26
9766,P05780,F1T0G5
9767,P05777,B2R4S9
9768,P03470,B2R4S9
9769,P03454,D0PNI1
9770,P03427,B2RDW1
9771,P05780,B2RDW1
9772,P03470,B2RDW1
9773,P05780,E9KL44
9776,P15659,O75569
9778,P03496,F4ZW62
9781,O56264,Q549M8
9782,O56264,A3F769
9784,P03466,P52294
9787,P05780,A8K401
9788,Q1K9H5,O60830
9789,P15659,P12004
9790,P05780,Q5T4S7
9791,Q1K9H5,O75381
9792,Q1K9H5,P31930
9793,P05780,O75251
9794,P05780,P56182
9795,P05780,B1ALW7
9796,P05780,Q9H840
9797,Q1K9H5,Q6YN16
9798,P05780,Q9H857
9799,P05780,Q9NU22
9800,Q1K9H5,P13797
9801,P05780,Q9UPU5
9802,P05780,O43617
9803,P05777,Q9Y3B7
9804,P05780,Q8NI27
9805,P05780,P17812
9806,Q1K9H5,P11586
9807,P05780,Q5VYK3
9808,Q1K9H5,P63241
9809,P05780,Q9UP83
9810,P05780,Q92538
9811,P05780,Q14139
9812,P05780,Q8TED1
9813,P15659,O15287
9814,P15659,Q15365
9815,B4URF7,E9KL30
9816,Q82506,O00459
9866,P03427,Q9BUQ8
9867,P03427,Q5T890
9868,P03427,Q96QL0
9869,P03427,Q5R3I4
9870,P03427,P32298
9871,P03427,Q9ULD4
9872,P03427,Q9UKU0
9873,P03427,Q9UJS0
9874,P03427,Q9UHC7
9875,P03427,Q9NXZ2
9876,P03427,Q9NRW1
9877,P03427,Q9HC62
9878,P03427,Q9H5N1
9879,P03427,Q9H2D6
9880,P03427,Q9BYC5
9881,P03427,Q9BWT3
9882,P03427,Q9BQA1
9883,P03427,Q96RR1
9884,P03427,Q96RL8
9885,P03427,Q96JM3
9886,P03427,Q96CG3
9887,P03427,Q96AQ8
9888,P03427,Q8TB52
9889,P03427,Q8IVL1
9890,P03427,Q8NEM8
9891,P03427,Q8NEE8
9892,P03427,Q8ND71
9893,P03427,Q8J014
9894,P03427,Q8IZ69
9895,P03427,Q86VQ0
9896,P03427,Q86VD7
9897,P03427,Q6ZWL3
9898,P03427,Q6ZV73
9899,P03427,Q6ZN84
9900,P03427,Q6XUX3
9901,P03427,Q6Q0C0
9902,P03427,Q6NVV8
9903,P03427,Q6FHH0
9904,P03427,Q68DK2
9905,P03427,Q66K75
9906,P03427,Q5VTQ0
9907,P03427,Q5VTH9
9908,P03427,Q5R372
9909,P03427,Q59FY4
9910,P03427,Q53GS7
9911,P03427,Q1RLM6
9912,P03427,Q14BN4
9913,P03427,Q14974
9914,P03427,Q12905
9915,P03427,Q12901
9916,P03427,P68371
9917,P03427,P68363
9918,P03427,P62917
9919,P03427,P54136
9920,P03427,P52732
9921,P03427,P51659
9922,P03427,P50990
9923,P03427,P48643
9924,P03427,P46459
9925,P03427,P42696
9926,P03427,P26440
9927,P03427,P23396
9928,P03427,P19338
9929,P03427,P19320
9930,P03427,P18206
9931,P03427,P14136
9932,P03427,P13639
9933,P03427,P11387
9934,P03427,P11142
9935,P03427,P11021
9936,P03427,P0DMV8
9937,P03427,P08238
9938,P03427,P06748
9939,P03427,O76039
9940,P03427,O75928
9944,P15659,P06396
9945,P05780,D1MGQ2
9946,P03470,A2RUM7
9947,P03470,A4FTV9
9948,P03470,B2R4W8
9949,P05777,Q549C5
9950,P05780,Q5T4S7
9951,P05777,B0YJ88
9952,P03430,B0ZBD0
9953,P03430,B2R4S9
9954,P03430,B2R491
9955,P03430,A4FTV9
9956,P03430,D2CFK9
9957,P03430,K9JA46
9958,P03431,K9JA46
9959,P03454,A2RUM7
9960,P03454,A8K401
9961,P05777,K9JA46
9962,P05777,A2A3R6
9963,P05777,B1AHB0
9964,P05777,A2RUM7
9965,P05777,A8KAH9
9966,P05777,A8K3L7
9967,P03470,Q53G26
9968,P03470,Q658J6
9969,P03470,A8K4C8
9970,Q82506,A8K4C8
9971,P05780,A8K4C8
9972,P15659,B4DJ51
9973,P15659,Q5W009
9974,Q82506,P52948
9975,P15659,Q15365
9977,O56264,A3KPC7
9978,P03496,K9JA46
9981,Q1K9H2,P10412
9982,Q20MH8,P10589
9983,Q1K9H5,P10599
9984,Q1K9H5,P10809
9985,Q1K9H5,P12956
9986,Q20MH8,P14324
9987,Q20MH8,P14868
9988,Q20MH8,P16615
9989,Q1K9H2,P16989
9990,Q1K9H5,P17612
9991,Q20MH8,P17812
9992,Q20MH8,P17858
9993,Q1K9H5,P17980
9994,Q1K9H5,P18031
9995,Q1K9H5,P18621
9996,Q20MH8,P18825
9997,Q1K9H5,P20618
9998,Q20MH8,P21964
9999,Q1K9H5,P22314
10000,Q1K9H5,P24534
10001,Q1K9H5,P25787
10002,Q1K9H5,P28070
10003,Q20MH8,P28799
10004,P03427,P49411
10005,P03452,P12235
10006,P03468,P12235
10007,P03496,P12235
10008,P03428,P12236
10009,P03431,P12236
10010,P03433,P12236
10011,P03452,P12236
10012,P03468,P12236
10013,P03496,P12236
10014,P03508,P12236
10015,P03452,P12814
10016,P03468,P12814
10017,P03508,P12814
10018,P03496,P15121
10019,P03468,P18085
10020,P03427,O60826
10021,P03427,O60447
10022,P03427,O43395
10023,P03427,O43167
10024,P03427,O14744
10025,P03427,O00571
10026,P03427,O00505
10027,P03427,D3DTH7
10028,P03427,B3GQS7
10029,P03427,B0YJC5
10030,P03427,A8MW92
10031,P03427,A6NK53
10032,P03427,A6NI56
10033,P03427,A5YP36
10034,P03427,A0A024R0Q3
10035,P03427,Q92878
10036,P03427,Q9Y592
10037,P03427,P43304
10038,P03427,A8K979
10039,P03427,P78324
10040,P03427,Q9Y6K8
10041,P03427,Q9Y5K6
10042,P03427,Q9Y5B0
10043,P03427,Q9Y240
10044,P03427,Q9P2J8
10045,P03427,Q9NSY0
10046,P03427,Q9NQZ5
10047,P03427,Q9NPB1
10048,P03427,Q9H7E2
10049,P03427,Q9BZ63
10050,P03427,Q9BX69
10051,P03427,Q9BUP3
10052,P03427,Q96RE1
10053,P03427,Q96PP8
10054,P03427,Q96M69
10055,P03427,Q96JE9
10056,P03427,Q96I65
10057,P03427,Q96I23
10058,P03427,Q96DZ5
10059,P03427,Q96AX2
10060,P03427,Q8TE49
10061,P03427,Q8TDX6
10062,P03427,Q8NE79
10063,P03427,Q8N4X5
10064,P03427,Q8IZY2
10065,P03427,Q8IZ26
10066,P03427,Q8IYI6
10067,P03427,Q86YB2
10068,P03427,Q86UX7
10069,P03427,Q7Z419
10070,P03427,Q70EK9
10071,P03427,Q6ZS94
10072,P03427,Q6ZP65
10073,P03427,Q6ZMI0
10074,P03427,Q6IPN6
10075,P03427,Q6DKK2
10076,P03427,Q5VTE0
10077,P03427,Q58F21
10078,P03427,Q49A88
10079,P03427,Q3LIF1
10080,P03427,Q3LFD5
10081,P03427,Q14964
10082,P03427,Q13795
10083,P03427,Q13439
10084,P03427,Q12931
10085,P03427,Q07866
10086,P03427,Q00013
10087,P03427,P78368
10088,P03427,P43686
10089,P03427,P35998
10090,P03427,P30291
10091,P03427,P22492
10092,P03427,P67809
10093,P03427,P62191
10094,P03427,P49761
10095,P03427,P49411
10096,P03427,P02679
10097,P03427,P00742
10098,P03427,O75688
10099,P03427,O60825
10100,P03427,O60547
10101,P03427,O60282
10102,P03427,O15119
10103,P03427,O14709
10104,P03427,H0UI45
10105,P03427,B7ZMM1
10106,P03427,B7ZM74
10107,P03427,B7ZM21
10108,P03427,A8K8P3
10109,P03427,A0MZ66
10110,P03427,A0A024R382
10111,P03427,Q86UT6
10112,P03427,P49411
10113,P03496,P62158
10116,Q1K9H5,P30153
10118,Q1K9H2,P31942
10119,Q1K9H5,P33993
10120,Q20MH8,P34949
10121,Q20MH8,P35232
10122,Q20MH8,P35249
10124,Q1K9H5,P35998
10125,Q1K9H5,P36957
10126,Q20MH8,P38606
10127,Q20MH8,P39656
10128,Q20MH8,P40616
10129,Q1K9H5,P40855
10130,Q20MH8,P40855
10131,Q20MH8,P40939
10132,Q20MH8,P41252
10133,Q20MH8,P42345
10134,Q20MH8,P42356
10135,Q20MH8,P42695
10136,Q20MH8,P42704
10137,Q20MH8,P43003
10138,Q20MH8,P43307
10139,Q20MH8,P43487
10140,Q1K9H5,P43686
10141,Q1K9H2,P46781
10142,Q1K9H5,P46781
10143,Q20MH8,P46977
10144,Q20MH8,P47897
10145,Q20MH8,P48553
10146,Q20MH8,P48735
10147,Q1K9H5,P49721
10148,Q20MH8,P49756
10149,Q20MH8,P49770
10150,Q20MH8,P50454
10151,Q20MH8,P50748
10152,Q20MH8,P50991
10153,Q1K9H5,P51148
10155,Q20MH8,P51617
10156,Q20MH8,P51648
10157,Q20MH8,P52292
10158,Q20MH8,P52701
10159,Q20MH8,P53985
10160,Q20MH8,P54136
10161,Q20MH8,P55060
10162,Q1K9H5,P55209
10163,Q20MH8,P55786
10164,Q20MH8,P56182
10165,Q20MH8,P56192
10166,Q20MH8,P57088
10167,Q20MH8,P57678
10168,Q20MH8,P60604
10169,Q1K9H5,P60900
10170,Q1K9H5,P62195
10171,Q20MH8,P62304
10172,Q20MH8,P62306
10173,Q20MH8,P62314
10174,Q1K9H5,P62714
10175,Q1K9H5,P62979
10176,Q1K9H5,P62993
10177,Q1K9H5,P63104
10178,Q1K9H5,P63244
10179,Q1K9H5,P67775
10180,Q20MH8,P68032
10181,Q20MH8,P68133
10182,Q20MH8,P78527
10183,Q20MH8,P83436
10184,Q1K9H2,P84103
10185,Q1K9H2,Q01130
10186,Q20MH8,Q01813
10188,Q20MH8,Q02978
10189,Q1K9H5,Q04917
10190,Q1K9H5,Q07065
10191,Q1K9H5,Q08945
10192,Q20MH8,Q08AM6
10193,Q1K9H2,Q09161
10194,Q20MH8,Q12769
10195,Q20MH8,Q12904
10196,Q1K9H5,Q13049
10197,Q20MH8,Q13144
10198,Q1K9H2,Q13148
10199,Q20MH8,Q13155
10200,Q1K9H2,Q13243
10202,Q20MH8,Q13395
10203,Q1K9H2,Q13405
10204,Q20MH8,Q13505
10205,Q20MH8,Q13535
10206,Q1K9H5,Q13617
10207,Q20MH8,Q13620
10209,Q20MH8,Q14139
10210,Q20MH8,Q14232
10211,Q20MH8,Q14746
10212,Q20MH8,Q14974
10213,Q20MH8,Q15003
10214,Q20MH8,Q15046
10215,Q20MH8,Q15054
10216,Q20MH8,Q15058
10217,Q1K9H5,Q15185
10218,Q1K9H2,Q15287
10219,Q20MH8,Q15386
10220,Q20MH8,Q15392
10221,Q20MH8,Q15645
10222,Q1K9H2,Q16540
10223,Q20MH8,Q16563
10224,Q20MH8,Q16637
10225,Q1K9H5,A8KAG1
10226,Q20MH8,Q29RF7
10227,Q20MH8,Q3SY69
10228,Q20MH8,Q3ZCQ8
10229,Q20MH8,Q4VXU2
10231,Q20MH8,Q5C9Z4
10232,Q20MH8,Q5JPH6
10233,Q20MH8,Q5JTZ9
10234,Q20MH8,Q5SRE5
10235,Q20MH8,Q5T4S7
10236,Q20MH8,Q5T9A4
10237,Q20MH8,Q5UIP0
10238,Q20MH8,Q5VYK3
10239,Q20MH8,Q63HN8
10240,Q20MH8,Q68E01
10241,Q20MH8,Q6JQN1
10243,Q20MH8,Q6NXE6
10244,Q20MH8,Q6NZ67
10245,Q20MH8,Q6P2E9
10246,Q20MH8,Q6P3X3
10247,Q20MH8,Q6PJG6
10248,Q20MH8,Q6YHU6
10249,Q20MH8,Q6ZRP7
10250,Q20MH8,Q7L1Q6
10251,Q20MH8,Q7RTS9
10252,Q20MH8,Q7Z3E5
10253,Q20MH8,Q7Z3U7
10254,Q20MH8,Q7Z4Q2
10255,Q1K9H5,Q7Z6Z7
10256,Q20MH8,Q86SZ2
10257,Q1K9H5,Q86UE4
10258,Q20MH8,Q86UT6
10259,Q20MH8,Q86VP6
10260,Q20MH8,Q86XI2
10261,Q20MH8,Q86Y56
10262,P03428,P30837
10263,P03452,P30837
10264,P03468,P30837
10265,P03496,P30837
10266,P06821,P30837
10267,P03431,P42330
10268,P03508,P42330
10269,P03468,P48960
10270,P03452,P51648
10271,P03431,P53396
10272,P06821,P53396
10273,P03468,P61163
10274,P06821,P61163
10275,P03496,P61204
10276,P03428,P63104
10277,P03433,P63104
10278,P03452,P63104
10279,P03468,P63104
10280,P03496,P63104
10281,P03508,P63104
10282,P06821,P63104
10283,P06821,P63151
10284,P03468,P84085
10285,P06821,Q04917
10286,P03431,Q09666
10287,P03452,Q09666
10288,P03496,Q09666
10289,P03508,Q09666
10290,P06821,Q09666
10291,P03428,Q12797
10292,P03431,Q12797
10293,P03468,Q12904
10294,P03452,Q13015
10295,P03468,Q13015
10296,P03496,Q13015
10297,P03452,Q15758
10298,P03468,Q15758
10299,P03452,Q86SJ2
10300,P03468,Q86SJ2
10301,Q1K9H2,Q01130
10302,Q20MH8,Q5T4S7
10305,Q20MH8,P06493
10306,Q20MH8,P06733
10307,Q20MH8,P07814
10308,Q1K9H5,P07900
10309,Q20MH8,P08237
10310,Q20MH8,P08574
10311,Q1K9H2,P08621
10312,Q1K9H2,P10155
10313,P06821,B4DGU4
10314,P06821,E5RHG8
10315,P06821,E7EU96
10316,P06821,G5E9A6
10317,P06821,O00148
10318,P06821,O00159
10319,P06821,O00231
10320,P06821,O00232
10321,P06821,O00483
10322,P06821,O00487
10323,P06821,O14967
10324,P06821,O15091
10325,P06821,O15173
10326,P06821,O15228
10327,P06821,O15269
10328,P06821,O15355
10329,P06821,O15372
10330,P06821,O43237
10331,P06821,O43242
10332,P06821,O43795
10333,P06821,O60313
10334,P06821,O75489
10335,P06821,O75643
10336,P06821,O76003
10337,P06821,O94906
10338,P06821,O95232
10339,P06821,O95470
10340,P06821,O95816
10341,P06821,P00367
10342,P06821,P01111
10343,P06821,P04181
10344,P06821,P04843
10345,P06821,P05023
10346,P06821,P07237
10347,P06821,P08237
10348,P06821,P08574
10349,P06821,P08729
10350,P06821,P09382
10351,P06821,P0DI81
10352,P06821,P10909
10353,P06821,P11177
10354,P06821,P11216
10355,P06821,P11586
10356,P06821,P11940
10357,P06821,P12004
10358,P06821,P12931
10359,P06821,P14625
10360,P06821,P14923
10361,P06821,P16615
10362,P06821,P17812
10363,P06821,P20339
10364,P06821,P21912
10365,P06821,P22061
10366,P06821,P22102
10367,P06821,P22314
10368,P06821,P24752
10369,P06821,P25205
10370,P06821,P26641
10371,P06821,P30041
10372,P06821,P30048
10373,P06821,P31949
10374,P06821,P33176
10375,P06821,P33993
10376,P06821,P34932
10377,P06821,P35221
10378,P06821,P35232
10379,P06821,P35606
10380,P06821,P35998
10381,P06821,P39019
10382,P06821,P41250
10383,P06821,P42166
10384,P06821,P43246
10385,P06821,P43686
10386,P06821,P46781
10387,P06821,P47755
10388,P06821,P47756
10389,P06821,P48553
10390,P06821,P48643
10391,P06821,P49327
10392,P06821,P49458
10393,P06821,P50402
10394,P06821,P50570
10395,P06821,P51148
10396,P06821,P51153
10397,P06821,P51571
10398,P06821,P51970
10399,P06821,P52701
10400,P06821,P52907
10401,P06821,P53618
10402,P06821,P53621
10403,P06821,P54136
10404,P06821,P55010
10405,P06821,P55084
10406,P06821,P56537
10407,P06821,P56545
10408,P06821,P57740
10409,P06821,P60228
10410,P06821,P60842
10411,P06821,P60903
10412,P06821,P60953
10413,P06821,P61020
10414,P06821,P61026
10415,P06821,P62081
10416,P06821,P62191
10417,P06821,P62195
10418,P06821,P62244
10419,P06821,P62826
10420,P06821,P62861
10421,P06821,P62873
10422,P06821,P62879
10423,P06821,P63000
10424,P06821,P63167
10425,P06821,P63241
10426,P06821,P63244
10427,P06821,P84095
10428,P06821,P98175
10429,P06821,Q00535
10430,P06821,Q00610
10431,P06821,Q01813
10432,P06821,Q03169
10433,P06821,Q06210
10434,P06821,Q09028
10435,P06821,Q12769
10436,P06821,Q12931
10437,P06821,Q13049
10438,P06821,Q13148
10439,P06821,Q13200
10440,P06821,Q13263
10441,P06821,Q13509
10442,P06821,Q14004
10443,P06821,Q14008
10444,P06821,Q14160
10445,P06821,Q14204
10446,P06821,Q14244
10447,P06821,Q14318
10448,P06821,Q14697
10449,P06821,Q14764
10450,P06821,Q15008
10451,P06821,Q15029
10452,P06821,Q15046
10453,P06821,Q15149
10454,P06821,Q15370
10455,P06821,Q16401
10456,P06821,Q16531
10457,P06821,Q16555
10458,P06821,Q2TB90
10459,P06821,Q3ZCQ8
10460,P06821,Q53GQ0
10461,P06821,Q5H9R7
10462,P06821,Q5SWX8
10463,P06821,Q5T160
10464,P06821,Q6P1M0
10465,P06821,Q6P2E9
10466,P06821,Q6UB35
10467,P06821,Q6ZRP7
10468,P06821,Q70CQ2
10469,P06821,Q7Z2W4
10470,P06821,Q7Z392
10471,P06821,Q7Z6Z7
10472,P06821,Q86SZ2
10473,P06821,Q86U38
10474,P06821,Q86UT6
10475,P06821,Q86YV9
10476,P06821,Q8IUR0
10477,P06821,Q8IV08
10478,P06821,Q8IWB1
10479,P06821,Q8IXH7
10480,P06821,Q8IXI2
10481,P06821,Q8IY17
10482,P06821,Q8IYU8
10483,P06821,Q8N163
10484,P06821,Q8N5Z5
10485,P06821,Q8NBS9
10486,P06821,Q8NE86
10487,P06821,Q8NF37
10488,P06821,Q8NI27
10489,P06821,Q8TEX9
10490,P06821,Q8WUY1
10491,P06821,Q8WXE1
10492,P06821,Q92499
10493,P06821,Q92621
10494,P06821,Q969Z0
10495,P06821,Q96AD5
10496,P06821,Q96CS3
10497,P06821,Q96EY1
10498,P06821,Q96JJ7
10499,P06821,Q96Q05
10500,P06821,Q99541
10501,P06821,Q99653
10502,P06821,Q9BPW8
10503,P06821,Q9BQ70
10504,P06821,Q9BQA1
10505,P06821,Q9BRK5
10506,P06821,Q9BZH6
10507,P06821,Q9C005
10508,P06821,Q9C0C2
10509,P06821,Q9H4A6
10510,P06821,Q9H4I3
10511,P06821,Q9H5Q4
10512,P06821,Q9H900
10513,P06821,Q9HBH0
10514,P06821,Q9NP72
10515,P06821,Q9NU22
10516,P06821,Q9NVJ2
10517,P06821,Q9NXV2
10518,P06821,Q9NYU2
10519,P06821,Q9NZM1
10520,P06821,Q9P032
10521,P06821,Q9P2E9
10522,P06821,Q9P2J5
10523,P06821,Q9P2N5
10524,P06821,Q9UBF2
10525,P06821,Q9UBS4
10526,P06821,Q9UBV2
10527,P06821,Q9UJX2
10528,P06821,Q9UJZ1
10529,P06821,Q9UKK3
10530,P06821,Q9UKM7
10531,P06821,Q9UL15
10532,P06821,Q9ULT8
10533,P06821,Q9UNM6
10534,P06821,Q9UPN7
10535,P06821,Q9UQ35
10536,P06821,Q9Y230
10537,P06821,Q9Y265
10538,P06821,Q9Y3E5
10539,P06821,Q9Y3F4
10540,P06821,Q9Y5V3
10541,P06821,Q9Y605
10542,P06821,Q9Y678
10543,P06821,Q9Y6G9
10544,P06821,Q9Y6N5
10545,P03433,P07355
10546,P03468,P07355
10547,P03508,P07355
10548,P06821,P07355
10549,P03431,P08195
10550,P03433,P08195
10551,P03452,P08195
10552,P03468,P08195
10553,P03496,P08195
10554,P06821,P08195
10555,P03428,B4DLN1
10556,P03428,B4E022
10557,P03428,B7Z9L0
10558,P03428,C9J2Y9
10559,P03428,E5RI99
10560,P03428,E9PH82
10561,P03428,F5H5U2
10562,P03428,G3V325
10563,P03428,G3V529
10564,P03428,G5E9W7
10565,P03428,K7EK07
10566,P03428,O00231
10567,P03428,O00232
10568,P03428,O00303
10569,P03428,O00567
10570,P03428,O15212
10571,P03428,O15514
10572,P03428,O43242
10573,P03428,O43390
10574,P03428,O75306
10575,P03428,O75489
10576,P03428,O75494
10577,P03428,O95071
10578,P03428,O95429
10579,P03428,O95758
10580,P03428,O95816
10581,P03428,P00367
10582,P03428,P02545
10583,P03428,P07237
10584,P03428,P08574
10585,P03428,P08579
10586,P03428,P08708
10587,P03428,P09012
10588,P03428,P09661
10589,P03428,P11413
10590,P03428,P13804
10591,P03428,P14625
10592,P03428,P24928
10593,P03428,P31327
10594,P03428,P33176
10595,P03428,P33240
10596,P03428,P33993
10597,P03428,P34932
10598,P03428,P35606
10599,P03428,P39019
10600,P03428,P46781
10601,P03428,P47756
10602,P03428,P49327
10603,P03428,P49721
10604,P03428,P50416
10605,P03428,P52292
10606,P03428,P52294
10607,P03428,P52907
10608,P03428,P53618
10609,P03428,P54886
10610,P03428,P55084
10611,P03428,P55265
10612,P03428,P61026
10613,P03428,P61289
10614,P03428,P62195
10615,P03428,P62244
10616,P03428,P62277
10617,P03428,P62487
10618,P03428,P62841
10619,P03428,P62861
10620,P03428,P62875
10621,P03428,P63167
10622,P03428,P68431
10623,P03428,P82673
10624,P03428,P82675
10625,P03428,P82914
10626,Q1K9H2,P06748
10627,P03428,P82930
10628,P03428,P82932
10629,P03428,P82933
10630,P03428,P98175
10631,P03428,Q00577
10632,P03428,Q04637
10633,P03428,Q05048
10634,P03428,Q09161
10635,P03428,Q10570
10636,P03428,Q12996
10637,P03428,Q13011
10638,P03428,Q13200
10639,P03428,Q13509
10640,P03428,Q13595
10641,P03428,Q14247
10642,P03428,Q14764
10643,P03428,Q14974
10644,P03428,Q14978
10645,P03428,Q15008
10646,P03428,Q15773
10647,P03428,Q16531
10648,P03428,Q2TAY7
10649,P03428,Q2TB90
10650,P03428,Q49AN9
10651,P03428,Q53GQ0
10652,P03428,Q5JW30
10653,P03428,Q5SWX8
10654,P03428,Q6DKI1
10655,P03428,Q6NZI2
10656,P03428,Q6PI48
10657,P03428,Q6UB35
10658,P03428,Q71DI3
10659,P03428,Q7KZ85
10660,P03428,Q7Z2W4
10661,P03428,Q7Z6Z7
10662,P03428,Q7Z7H8
10663,P03428,Q8IX01
10664,P03428,Q8IXM3
10665,P03428,Q8N163
10666,P03428,Q8N201
10667,P03428,Q8NF37
10668,P03428,Q8TAQ2
10669,P03428,Q92522
10670,P03428,Q92598
10671,P03428,Q92615
10672,P03428,Q92665
10673,P03428,Q92769
