"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q6DN90","IQEC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O00410","IPO5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P78318","IGBP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P01889","1B07_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P19367","HXK1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O00165","HAX1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q7Z4H7","HAUS6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q12789","TF3C1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q96D09","GASP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8WVX9","FACR1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9NVI1","FANCI_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9BXW9","FACD2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O15371","EIF3D_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q99615","DNJC7_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9Y2G8","DJC16_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O75190","DNJB6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O75953","DNJB5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9UDY4","DNJB4_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9NXW2","DJB12_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P61962","DCAF7_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9H078","CLPB_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O14735","CDIPT_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q6P1J9","CDC73_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q00587","BORG5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P56134","ATPK_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9C0C7","AMRA1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P51648","AL3A2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P00352","AL1A1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O43823","AKAP8_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q53H12","AGK_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9H845","ACAD9_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q15386","UBE3C_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q12816","TROP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P46013","KI67_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9ULT8","HECD1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","A0FGR8","ESYT2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O75419","CDC45_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9UL15","BAG5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q5VTE6","ANGE2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q6P3X3","TTC27_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","P46977","STT3A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q92621","NU205_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q12769","NU160_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","P57740","NU107_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","O00410","IPO5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q8WVX9","FACR1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q9NVI1","FANCI_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q9BXW9","FACD2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","O75419","CDC45_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q9BRT8","CBWD1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","O43251","RFOX2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","O95071","UBR5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q92526","TCPW_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9P2F8","SI1L2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9NWB1","RFOX1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O75340","PDCD6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q12840","KIF5A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P51570","GALK1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8WWF6","DNJB3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q14677","EPN4_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q12955","ANK3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P0C0U1","PB1F2_I34A1 ","Q8WUM0","NU133_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O15269","SPTC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q92621","NU205_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8WUM0","NU133_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q04721","NOTC2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P10644","KAP0_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P17612","KAPCA_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8NG31","CASC5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q5SRD1","TI23B_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q5TC82","RC3H1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9NY74","ETAA1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8WY36","BBX_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9UGI0","ZRAN1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9Y2X9","ZN281_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q6NZY4","ZCHC8_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q86VM9","ZCH18_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O95785","WIZ_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q12800","TFCP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9BQ70","TCF25_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8IX01","SUGP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q13188","STK3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P43307","SSRA_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O15269","SPTC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P18583","SON_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P53814","SMTN_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P08195","4F2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9H936","GHC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P53007","TXTP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P42285","SK2L2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9BRK5","CAB45_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q06587","RING1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q6R327","RICTR_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P40938","RFC3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9NWB1","RFOX1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q2KHR3","QSER1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9NYI0","PSD3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q5H9R7","PP6R3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8NEY8","PPHLN_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q99575","POP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8IY17","PLPL6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O00459","P85B_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q15365","PCBP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q96RG2","PASK_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9Y2X3","NOP58_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P82650","RT22_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P46013","KI67_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9BPZ7","SIN1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q3KQU3","MA7D1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P78559","MAP1A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9Y5V3","MAGD1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9Y4W2","LAS1L_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9BY89","K1671_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P51617","IRAK1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q6DN90","IQEC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8NCD3","HJURP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O00165","HAX1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q7Z4H7","HAUS6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q68CZ6","HAUS3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q96D09","GASP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q96QD9","UIF_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P51114","FXR1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q14318","FKBP8_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9NVI1","FANCI_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9UK61","TASOR_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O15371","EIF3D_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9H9B1","EHMT1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O75190","DNJB6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8WWF6","DNJB3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P61962","DCAF7_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O60716","CTND1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q14677","EPN4_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q5JTW2","CEP78_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q96L14","C170L_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q5SW79","CE170_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","O14735","CDIPT_HUMAN ","anti tag coimmunoprecipitation","28169297"
