"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q14197","ICT1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O60812","HNRC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q92522","H1X_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9BVP2","GNL3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q8TAE8","G45IP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O75616","ERAL1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O60832","DKC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P51398","RT29_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q02539","H11_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q01081","U2AF1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O15016","TRI66_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P11387","TOP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P84103","SRSF3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P27635","RL10_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P0CB38","PAB4L_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9NX24","NHP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P52298","NCBP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q7L2J0","MEPCE_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O00629","IMA3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q1KMD3","HNRL2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9NZB2","F120A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q99848","EBP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q12904","AIMP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q15020","SART3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O60783","RT14_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O14979","HNRDL_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","P04818","TYSY_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q7Z4H7","HAUS6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","O94927","HAUS5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q68CZ6","HAUS3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q96CN9","GCC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q5T1M5","FKB15_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q5SW79","CE170_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","D6RBZ0","D6RBZ0_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q13595","TRA2A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P11388","TOP2A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q8WXA9","SREK1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q71UM5","RS27L_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9NW13","RBM28_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9NPE3","NOP10_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P55769","NH2L1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9BYG3","MK67I_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O95232","LC7L3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P52294","IMA5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q96QV6","H2A1A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","P22087","FBRL_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q12926","ELAV2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9NVP1","DDX18_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q96CT7","CC124_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q9BU76","MMTA2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q92569","P55G_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O00459","P85B_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q5SRE5","NU188_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9HCE1","MOV10_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O60812","HNRC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9NQ92","COPRS_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O14578","CTRO_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9NNW5","WDR6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P42167","LAP2B_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P27986","P85A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P42336","PK3CA_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P13674","P4HA1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9Y2I1","NISCH_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q13451","FKBP5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q8NCA5","FA98A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q92499","DDX1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9Y3I0","RTCB_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q02539","H11_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q92900","RENT1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9NUL3","STAU2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O95793","STAU1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P35080","PROF2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q6PKG0","LARP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q92522","H1X_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P61962","DCAF7_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","P50542","PEX5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","O75381","PEX14_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q9NX40","OCAD1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","P51659","DHB4_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q96RP9","EFGM_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q15075","EEA1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q8NEU8","DP13B_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","O96013","PAK4_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q96R06","SPAG5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9Y448","SKAP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","P38159","RBMX_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q99417","MYCBP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","P78559","MAP1A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9H2U1","DHX36_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9NQ92","COPRS_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","P11387","TOP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9Y4F1","FARP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q53H12","AGK_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q8N4X5","AF1L2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9Y3I0","RTCB_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P10644","KAP0_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P17612","KAPCA_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P00403","COX2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q5SRD1","TI23B_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9Y2X9","ZN281_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q6NZY4","ZCHC8_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q96TA2","YMEL1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O95071","UBR5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q6P3X3","TTC27_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q13049","TRI32_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9BVV7","TIM21_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9Y4R8","TELO2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9NZ01","TECR_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9BQ70","TCF25_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8IX01","SUGP2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9UNE7","CHIP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P46977","STT3A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P43307","SSRA_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P53814","SMTN_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P08195","4F2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9H936","GHC1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P53007","TXTP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P63208","SKP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P42285","SK2L2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P61619","S61A1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O15027","SC16A_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9BRK5","CAB45_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O43819","SCO2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q6R327","RICTR_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q15293","RCN1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9NXS2","QPCTL_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q5H9R7","PP6R3_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9UPN7","PP6R1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O00743","PPP6_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P30876","RPB2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P07237","PDIA1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P13674","P4HA1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P57740","NU107_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","O75306","NDUS2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9P0J0","NDUAD_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q92542","NICA_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q14764","MVP_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9BYN8","RT26_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q15773","MLF2_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q3KQU3","MA7D1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9Y5V3","MAGD1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q13257","MD2L1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9Y4W2","LAS1L_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q14145","KEAP1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","P51617","IRAK1_HUMAN ","anti tag coimmunoprecipitation","28169297"
